Published_Year,Assembly_Accession,Organism_Name,Species,Genus,Family,Order,Class,Phylum
2017,GCF_002208115.1,Bdellovibrio bacteriovorus,959,958,213483,213481,1553900,1224
2017,GCF_001941605.1,Cellulophaga lytica,979,104264,49546,200644,117743,976
2017,GCF_001936395.1,Flavobacterium columnare,996,237,49546,200644,117743,976
2017,GCF_900187125.1,Sphingobacterium mizutaii,1010,28453,84566,200666,117747,976
2017,GCF_002302415.1,Capnocytophaga gingivalis,1017,1016,49546,200644,117743,976
2017,GCF_002302395.1,Capnocytophaga sputigena,1019,1016,49546,200644,117743,976
2017,GCF_002302495.1,Capnocytophaga sputigena,1019,1016,49546,200644,117743,976
2017,GCF_002302595.1,Capnocytophaga sputigena,1019,1016,49546,200644,117743,976
2017,GCF_002706325.1,Rhodobacter sphaeroides,1063,1060,31989,204455,28211,1224
2017,GCF_002095975.1,Microcystis aeruginosa PCC 7806SL,1126,1125,1890449,1118,NA,1117
2017,GCF_002368255.1,Leptolyngbya boryana NIES-2135,1184,47251,1890438,1890424,NA,1117
2017,GCF_001932595.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932735.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932755.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932775.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932795.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932815.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932835.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932855.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932875.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932895.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932915.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932935.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_001932955.1,Piscirickettsia salmonis,1238,1237,135616,72273,1236,1224
2017,GCF_002009375.1,Leuconostoc mesenteroides subsp. mesenteroides,1245,1243,81850,186826,91061,1239
2017,GCF_002117185.1,Leuconostoc mesenteroides subsp. mesenteroides,1245,1243,81850,186826,91061,1239
2017,GCF_002148235.1,Leuconostoc mesenteroides subsp. mesenteroides,1245,1243,81850,186826,91061,1239
2017,GCF_002370415.1,Leuconostoc mesenteroides,1245,1243,81850,186826,91061,1239
2017,GCF_003433375.1,Leuconostoc mesenteroides,1245,1243,81850,186826,91061,1239
2017,GCF_002386265.1,Weissella paramesenteroides,1249,46255,81850,186826,91061,1239
2017,GCF_002173575.1,Pediococcus acidilactici,1254,1253,33958,186826,91061,1239
2017,GCF_002173595.1,Pediococcus acidilactici,1254,1253,33958,186826,91061,1239
2017,GCF_002174215.1,Pediococcus acidilactici,1254,1253,33958,186826,91061,1239
2017,GCF_002173535.1,Pediococcus pentosaceus,1255,1253,33958,186826,91061,1239
2017,GCF_002202155.1,Pediococcus pentosaceus,1255,1253,33958,186826,91061,1239
2017,GCF_000189455.2,Staphylococcus aureus O46,1280,1279,90964,1385,91061,1239
2017,GCF_001298325.2,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_001717725.1,Staphylococcus aureus subsp. aureus,1280,1279,90964,1385,91061,1239
2017,GCF_001956755.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_001956815.1,Staphylococcus aureus subsp. aureus,1280,1279,90964,1385,91061,1239
2017,GCF_001975005.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_001975045.1,Staphylococcus aureus subsp. aureus,1280,1279,90964,1385,91061,1239
2017,GCF_001986135.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000565.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000585.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000605.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000625.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000645.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000665.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000685.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000705.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000725.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000745.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000765.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000785.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000805.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000825.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000845.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002000865.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002025125.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002025145.1,Staphylococcus aureus subsp. aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002085525.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002088995.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002089055.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002140115.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002202075.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002202095.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002204555.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002204575.1,Staphylococcus aureus subsp. aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002209325.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002214665.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002310395.1,Staphylococcus aureus subsp. aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002310435.1,Staphylococcus aureus subsp. aureus str. Newman,1280,1279,90964,1385,91061,1239
2017,GCF_002356675.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002386245.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002442975.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002633765.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002633785.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002633805.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002633825.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002633845.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002633865.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002786465.1,Staphylococcus aureus subsp. aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002786535.1,Staphylococcus aureus subsp. aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002795285.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002803885.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003595365.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003595385.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003595405.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003595425.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003595445.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003595465.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003595485.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003595505.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003609895.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_003609915.1,Staphylococcus aureus,1280,1279,90964,1385,91061,1239
2017,GCF_002085695.1,Staphylococcus epidermidis,1282,1279,90964,1385,91061,1239
2017,GCF_002215535.1,Staphylococcus epidermidis,1282,1279,90964,1385,91061,1239
2017,GCF_002386185.1,Staphylococcus simulans,1286,1279,90964,1385,91061,1239
2017,GCF_002078255.1,Staphylococcus xylosus,1288,1279,90964,1385,91061,1239
2017,GCF_900187005.1,Staphylococcus muscae,1294,1279,90964,1385,91061,1239
2017,GCF_002386285.1,Streptococcus gordonii,1302,1301,1300,186826,91061,1239
2017,GCF_001983955.1,Streptococcus oralis,1303,1301,1300,186826,91061,1239
2017,GCF_002356415.1,Streptococcus oralis subsp. tigurinus,1303,1301,1300,186826,91061,1239
2017,GCF_002386345.1,Streptococcus oralis,1303,1301,1300,186826,91061,1239
2017,GCF_002094955.1,Streptococcus salivarius,1304,1301,1300,186826,91061,1239
2017,GCF_002094975.1,Streptococcus salivarius,1304,1301,1300,186826,91061,1239
2017,GCF_001936415.1,Streptococcus suis,1307,1301,1300,186826,91061,1239
2017,GCF_002111405.1,Streptococcus suis,1307,1301,1300,186826,91061,1239
2017,GCF_002189695.1,Streptococcus suis,1307,1301,1300,186826,91061,1239
2017,GCF_002688665.1,Streptococcus suis,1307,1301,1300,186826,91061,1239
2017,GCF_002736265.1,Streptococcus suis,1307,1301,1300,186826,91061,1239
2017,GCF_002803825.1,Streptococcus suis,1307,1301,1300,186826,91061,1239
2017,GCF_002812525.1,Streptococcus suis,1307,1301,1300,186826,91061,1239
2017,GCF_002831545.1,Streptococcus suis,1307,1301,1300,186826,91061,1239
2017,GCF_002012365.1,Streptococcus thermophilus,1308,1301,1300,186826,91061,1239
2017,GCF_002286255.1,Streptococcus thermophilus,1308,1301,1300,186826,91061,1239
2017,GCF_002443035.1,Streptococcus thermophilus,1308,1301,1300,186826,91061,1239
2017,GCF_002843115.1,Streptococcus thermophilus,1308,1301,1300,186826,91061,1239
2017,GCF_002846075.1,Streptococcus thermophilus,1308,1301,1300,186826,91061,1239
2017,GCF_002846155.1,Streptococcus thermophilus,1308,1301,1300,186826,91061,1239
2017,GCF_001932715.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002025005.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002025025.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197205.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197245.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197265.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197285.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197305.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197325.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197365.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197385.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002197425.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002214425.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002289205.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002812425.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002812445.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002812465.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002812505.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_900155855.1,Streptococcus agalactiae,1311,1301,1300,186826,91061,1239
2017,GCF_002357995.1,Streptococcus pneumoniae,1313,1301,1300,186826,91061,1239
2017,GCF_002813535.1,Streptococcus pneumoniae,1313,1301,1300,186826,91061,1239
2017,GCF_002813955.1,Streptococcus pneumoniae,1313,1301,1300,186826,91061,1239
2017,GCF_002843545.1,Streptococcus pneumoniae,1313,1301,1300,186826,91061,1239
2017,GCF_003609935.1,Streptococcus pneumoniae,1313,1301,1300,186826,91061,1239
2017,GCF_001638845.2,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_002163545.1,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_002236855.1,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_002236875.1,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_002238295.1,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_002238315.1,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_002557755.1,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_002844355.1,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_003609955.1,Streptococcus pyogenes,1314,1301,1300,186826,91061,1239
2017,GCF_002222595.2,Blautia hansenii DSM 20583,1322,572511,186803,186802,186801,1239
2017,GCF_900187245.1,Streptococcus acidominimus,1326,1301,1300,186826,91061,1239
2017,GCF_002220115.1,Streptococcus iniae,1346,1301,1300,186826,91061,1239
2017,GCF_002787125.1,Streptococcus iniae,1346,1301,1300,186826,91061,1239
2017,GCF_002814135.1,Streptococcus uberis,1349,1301,1300,186826,91061,1239
2017,GCF_001689055.2,Enterococcus faecalis,1351,1350,81852,186826,91061,1239
2017,GCF_001989555.1,Enterococcus faecalis,1351,1350,81852,186826,91061,1239
2017,GCF_002163735.1,Enterococcus faecalis,1351,1350,81852,186826,91061,1239
2017,GCF_002814115.1,Enterococcus faecalis ARO1/DG,1351,1350,81852,186826,91061,1239
2017,GCF_001953235.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_001953255.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002007625.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002024245.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002025045.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002025065.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002334625.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002442955.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002761255.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002761275.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002761555.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002777275.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002831505.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002848385.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002848625.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002848645.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002848665.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002848685.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002848705.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002848725.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002848745.1,Enterococcus faecium,1352,1350,81852,186826,91061,1239
2017,GCF_002078415.1,Lactococcus lactis subsp. lactis,1358,1357,1300,186826,91061,1239
2017,GCF_002078435.1,Lactococcus lactis subsp. lactis,1358,1357,1300,186826,91061,1239
2017,GCF_002078475.1,Lactococcus lactis subsp. lactis,1358,1357,1300,186826,91061,1239
2017,GCF_002078495.1,Lactococcus lactis subsp. lactis,1358,1357,1300,186826,91061,1239
2017,GCF_002078615.1,Lactococcus lactis subsp. lactis,1358,1357,1300,186826,91061,1239
2017,GCF_002078855.1,Lactococcus lactis subsp. lactis,1358,1357,1300,186826,91061,1239
2017,GCF_002078895.1,Lactococcus lactis subsp. cremoris,1358,1357,1300,186826,91061,1239
2017,GCF_002078915.1,Lactococcus lactis subsp. cremoris,1358,1357,1300,186826,91061,1239
2017,GCF_002078935.1,Lactococcus lactis subsp. cremoris,1358,1357,1300,186826,91061,1239
2017,GCF_002078955.1,Lactococcus lactis subsp. cremoris,1358,1357,1300,186826,91061,1239
2017,GCF_002148215.1,Lactococcus lactis subsp. lactis bv. diacetylactis,1358,1357,1300,186826,91061,1239
2017,GCF_002804185.1,Lactococcus lactis subsp. lactis,1358,1357,1300,186826,91061,1239
2017,GCF_002804285.1,Lactococcus lactis subsp. lactis,1358,1357,1300,186826,91061,1239
2017,GCF_002310475.1,Lactococcus raffinolactis,1366,1357,1300,186826,91061,1239
2017,GCF_002173635.1,Bacillus amyloliquefaciens,1390,1386,186817,1385,91061,1239
2017,GCF_002209305.1,Bacillus amyloliquefaciens,1390,1386,186817,1385,91061,1239
2017,GCF_001936375.1,Bacillus anthracis,1392,1386,186817,1385,91061,1239
2017,GCF_001990245.1,Bacillus anthracis,1392,1386,186817,1385,91061,1239
2017,GCF_002277915.1,Bacillus anthracis,1392,1386,186817,1385,91061,1239
2017,GCF_000296715.2,Brevibacillus brevis X23,1393,55080,186822,1385,91061,1239
2017,GCF_003595605.1,[Bacillus] caldolyticus,1394,129337,186817,1385,91061,1239
2017,GCF_001941885.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_001941905.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_001941925.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002000005.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002214705.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002214725.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002214765.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002215175.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002216125.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002220285.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002224345.1,Bacillus cereus C1L,1396,1386,186817,1385,91061,1239
2017,GCF_002290105.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002813875.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_003568565.1,Bacillus cereus,1396,1386,186817,1385,91061,1239
2017,GCF_002074075.1,Bacillus licheniformis,1402,1386,186817,1385,91061,1239
2017,GCF_002074095.1,Bacillus licheniformis,1402,1386,186817,1385,91061,1239
2017,GCF_002074115.1,Bacillus licheniformis,1402,1386,186817,1385,91061,1239
2017,GCF_002074135.1,Bacillus licheniformis,1402,1386,186817,1385,91061,1239
2017,GCF_002173675.1,Bacillus licheniformis,1402,1386,186817,1385,91061,1239
2017,GCF_002174255.1,Bacillus licheniformis,1402,1386,186817,1385,91061,1239
2017,GCF_002236895.1,Bacillus licheniformis,1402,1386,186817,1385,91061,1239
2017,GCF_002504325.1,Bacillus licheniformis,1402,1386,186817,1385,91061,1239
2017,GCF_002009195.1,Bacillus megaterium,1404,1386,186817,1385,91061,1239
2017,GCF_002104575.1,Bacillus mycoides,1405,1386,186817,1385,91061,1239
2017,GCF_900186955.1,Bacillus pumilus,1408,1386,186817,1385,91061,1239
2017,GCF_002300135.1,Geobacillus stearothermophilus,1422,129337,186817,1385,91061,1239
2017,GCF_002055965.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002072735.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002096095.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002142595.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002163815.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002173615.1,Bacillus subtilis subsp. subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002173695.1,Bacillus subtilis subsp. subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002173715.1,Bacillus subtilis subsp. subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002201955.1,Bacillus subtilis subsp. subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002201995.1,Bacillus subtilis subsp. subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002202035.1,Bacillus subtilis subsp. subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002202055.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002216085.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002269175.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002269195.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002290305.1,Bacillus subtilis,1423,1386,186817,1385,91061,1239
2017,GCF_002025105.1,Bacillus thuringiensis,1428,1386,186817,1385,91061,1239
2017,GCF_002119445.1,Bacillus thuringiensis,1428,1386,186817,1385,91061,1239
2017,GCF_002173755.1,Bacillus thuringiensis,1428,1386,186817,1385,91061,1239
2017,GCF_002184245.1,Bacillus thuringiensis,1428,1386,186817,1385,91061,1239
2017,GCF_002192515.1,Bacillus thuringiensis,1428,1386,186817,1385,91061,1239
